dataset,mix_id,mix_code,scm_primary_type,cement_kg_m3,binder_content_kg_m3,scm_replacement_pct,w_c_ratio,w_b_ratio,water_kg_m3,compressive_strength_28d_mpa,total_coarse_agg_kg_m3,total_fine_agg_kg_m3,total_agg_kg_m3,fine_to_coarse_ratio,binder_to_aggregate_ratio
DS1,787.0,DS1-782,GGBS,296.00,296.00,0.0,0.65,0.65,192.00,,1085.00,765.00,1850.00,0.7050691244239631,0.16
DS1,788.0,DS1-783,GGBS,296.00,296.00,0.0,0.65,0.65,192.00,21.65,1085.00,765.00,1850.00,0.7050691244239631,0.16
DS1,789.0,DS1-784,GGBS,296.00,296.00,0.0,0.65,0.65,192.00,,1085.00,765.00,1850.00,0.7050691244239631,0.16
DS1,790.0,DS1-785,GGBS,331.00,331.00,0.0,0.58,0.58,192.00,,879.00,825.00,1704.00,0.9385665529010239,0.1942488262910798
DS1,791.0,DS1-786,GGBS,331.00,331.00,0.0,0.58,0.58,192.00,,978.00,825.00,1803.00,0.843558282208589,0.18358291735995563
DS1,792.0,DS1-787,GGBS,331.00,331.00,0.0,0.58,0.58,192.00,31.45,978.00,825.00,1803.00,0.843558282208589,0.18358291735995563
DS1,793.0,DS1-788,GGBS,331.00,331.00,0.0,0.58,0.58,192.00,,978.00,825.00,1803.00,0.843558282208589,0.18358291735995563
DS1,794.0,DS1-789,GGBS,349.00,349.00,0.0,0.55,0.55,192.00,,1047.00,806.00,1853.00,0.76981852913085,0.18834322719913654
DS1,795.0,DS1-790,GGBS,349.00,349.00,0.0,0.55,0.55,192.00,32.72,1047.00,806.00,1853.00,0.76981852913085,0.18834322719913654
DS1,796.0,DS1-791,GGBS,349.00,349.00,0.0,0.55,0.55,192.00,,1047.00,806.00,1853.00,0.76981852913085,0.18834322719913654
DS1,797.0,DS1-792,GGBS,349.00,349.00,0.0,0.55,0.55,192.00,,1047.00,806.00,1853.00,0.76981852913085,0.18834322719913654
DS1,798.0,DS1-793,GGBS,349.00,349.00,0.0,0.55,0.55,192.00,,1047.00,806.00,1853.00,0.76981852913085,0.18834322719913654
DS1,799.0,DS1-794,GGBS,302.00,302.00,0.0,0.67,0.67,203.00,,974.00,817.00,1791.00,0.8388090349075975,0.16862088218872137
DS1,800.0,DS1-795,GGBS,302.00,302.00,0.0,0.67,0.67,203.00,,974.00,817.00,1791.00,0.8388090349075975,0.16862088218872137
DS1,801.0,DS1-796,GGBS,525.00,525.00,0.0,0.36,0.36,189.00,,1125.00,613.00,1738.00,0.5448888888888889,0.3020713463751438
DS1,802.0,DS1-797,GGBS,500.00,500.00,0.0,0.40,0.40,200.00,,1125.00,613.00,1738.00,0.5448888888888889,0.28768699654775604
DS1,803.0,DS1-798,GGBS,500.00,500.00,0.0,0.40,0.40,200.00,,1125.00,613.00,1738.00,0.5448888888888889,0.28768699654775604
DS1,804.0,DS1-799,GGBS,500.00,500.00,0.0,0.40,0.40,200.00,,1125.00,613.00,1738.00,0.5448888888888889,0.28768699654775604
DS1,805.0,DS1-800,GGBS,540.00,540.00,0.0,0.32,0.32,173.00,,1125.00,613.00,1738.00,0.5448888888888889,0.31070195627157654
DS1,806.0,DS1-801,GGBS,252.00,252.00,0.0,0.73,0.73,185.00,,1111.00,784.00,1895.00,0.7056705670567057,0.13298153034300791
DS1,807.0,DS1-802,GGBS,252.00,252.00,0.0,0.73,0.73,185.00,19.69,1111.00,784.00,1895.00,0.7056705670567057,0.13298153034300791
DS1,808.0,DS1-803,GGBS,339.00,339.00,0.0,0.55,0.55,185.00,31.65,1060.00,754.00,1814.00,0.7113207547169811,0.1868798235942668
DS1,809.0,DS1-804,GGBS,393.00,393.00,0.0,0.49,0.49,192.00,,940.00,758.00,1698.00,0.8063829787234043,0.2314487632508834
DS1,810.0,DS1-805,GGBS,393.00,393.00,0.0,0.49,0.49,192.00,39.58,940.00,758.00,1698.00,0.8063829787234043,0.2314487632508834
DS1,811.0,DS1-806,GGBS,393.00,393.00,0.0,0.49,0.49,192.00,,940.00,758.00,1698.00,0.8063829787234043,0.2314487632508834
DS1,812.0,DS1-807,GGBS,382.00,382.00,0.0,0.48,0.48,185.00,,1047.00,739.00,1786.00,0.7058261700095511,0.21388577827547592
DS1,813.0,DS1-808,GGBS,382.00,382.00,0.0,0.48,0.48,185.00,37.42,1047.00,739.00,1786.00,0.7058261700095511,0.21388577827547592
DS1,814.0,DS1-809,GGBS,252.00,252.00,0.0,0.74,0.74,186.00,,1111.00,784.00,1895.00,0.7056705670567057,0.13298153034300791
DS1,815.0,DS1-810,GGBS,252.00,252.00,0.0,0.73,0.73,185.00,19.69,1111.00,784.00,1895.00,0.7056705670567057,0.13298153034300791
DS1,816.0,DS1-811,GGBS,310.00,310.00,0.0,0.62,0.62,192.00,,970.00,850.00,1820.00,0.8762886597938144,0.17032967032967034
DS1,817.0,DS1-812,GGBS,310.00,310.00,0.0,0.62,0.62,192.00,27.92,970.00,850.00,1820.00,0.8762886597938144,0.17032967032967034
DS1,818.0,DS1-813,GGBS,310.00,310.00,0.0,0.62,0.62,192.00,,970.00,850.00,1820.00,0.8762886597938144,0.17032967032967034
DS1,819.0,DS1-814,GGBS,310.00,310.00,0.0,0.62,0.62,192.00,,970.00,850.00,1820.00,0.8762886597938144,0.17032967032967034
DS1,820.0,DS1-815,GGBS,310.00,310.00,0.0,0.62,0.62,192.00,,970.00,850.00,1820.00,0.8762886597938144,0.17032967032967034
DS1,821.0,DS1-816,GGBS,525.00,525.00,0.0,0.36,0.36,189.00,,1125.00,613.00,1738.00,0.5448888888888889,0.3020713463751438
DS1,822.0,DS1-817,GGBS,525.00,525.00,0.0,0.36,0.36,189.00,,1125.00,613.00,1738.00,0.5448888888888889,0.3020713463751438
DS1,823.0,DS1-818,GGBS,525.00,525.00,0.0,0.36,0.36,189.00,,1125.00,613.00,1738.00,0.5448888888888889,0.3020713463751438
DS1,824.0,DS1-819,GGBS,525.00,525.00,0.0,0.36,0.36,189.00,55.94,1125.00,613.00,1738.00,0.5448888888888889,0.3020713463751438
DS1,825.0,DS1-820,GGBS,525.00,525.00,0.0,0.36,0.36,189.00,,1125.00,613.00,1738.00,0.5448888888888889,0.3020713463751438
DS1,826.0,DS1-821,GGBS,525.00,525.00,0.0,0.36,0.36,189.00,,1125.00,613.00,1738.00,0.5448888888888889,0.3020713463751438
DS1,827.0,DS1-822,GGBS,322.00,322.00,0.0,0.63,0.63,203.00,,974.00,800.00,1774.00,0.8213552361396304,0.18151071025930102
DS1,828.0,DS1-823,GGBS,322.00,322.00,0.0,0.63,0.63,203.00,25.18,974.00,800.00,1774.00,0.8213552361396304,0.18151071025930102
DS1,829.0,DS1-824,GGBS,322.00,322.00,0.0,0.63,0.63,203.00,,974.00,800.00,1774.00,0.8213552361396304,0.18151071025930102
DS1,830.0,DS1-825,GGBS,302.00,302.00,0.0,0.67,0.67,203.00,21.75,974.00,817.00,1791.00,0.8388090349075975,0.16862088218872137
DS1,831.0,DS1-826,GGBS,397.00,397.00,0.0,0.47,0.47,185.00,39.09,1040.00,734.00,1774.00,0.7057692307692308,0.2237880496054115
DS1,832.0,DS1-827,GGBS,480.00,480.00,0.0,0.40,0.40,192.00,,936.00,721.00,1657.00,0.7702991452991453,0.28968014484007243
DS1,833.0,DS1-828,GGBS,522.00,522.00,0.0,0.28,0.28,146.00,,896.00,896.00,1792.00,1.0,0.29129464285714285
DS1,834.0,DS1-829,GGBS,522.00,522.00,0.0,0.28,0.28,146.00,74.99,896.00,896.00,1792.00,1.0,0.29129464285714285
DS1,835.0,DS1-830,GGBS,273.00,460.00,40.65217391304348,0.77,0.46,210.00,37.17,904.00,680.00,1584.00,0.7522123893805309,0.2904040404040404
DS1,836.0,DS1-831,GGBS,162.00,500.00,67.6,1.10,0.36,179.00,33.76,838.00,741.00,1579.00,0.8842482100238663,0.31665611146295125
DS1,837.0,DS1-832,GGBS,154.00,410.00,62.4390243902439,1.43,0.54,220.00,16.50,923.00,658.00,1581.00,0.7128927410617552,0.2593295382669197
DS1,838.0,DS1-833,GGBS,147.00,351.00,58.11965811965812,1.37,0.58,202.00,19.99,860.00,829.00,1689.00,0.963953488372093,0.20781527531083482
DS1,839.0,DS1-834,GGBS,152.00,469.00,67.59061833688699,1.11,0.36,168.00,36.35,944.00,695.00,1639.00,0.736228813559322,0.28615009151921905
DS1,840.0,DS1-835,GGBS,310.00,564.00,45.0354609929078,0.54,0.30,168.00,33.69,914.00,651.00,1565.00,0.712253829321663,0.3603833865814696
DS1,841.0,DS1-836,Fly Ash,144.00,319.00,54.858934169278996,1.10,0.50,158.00,15.42,943.00,844.00,1787.00,0.8950159066808059,0.17851147174034696
DS1,842.0,DS1-837,GGBS,304.00,444.00,31.53153153153153,0.70,0.48,214.00,33.42,895.00,722.00,1617.00,0.8067039106145252,0.274582560296846
DS1,843.0,DS1-838,GGBS,374.00,374.00,0.0,0.51,0.51,190.00,39.05,1013.00,730.00,1743.00,0.7206317867719645,0.21457257601835916
DS1,844.0,DS1-839,GGBS,159.00,424.00,62.5,1.10,0.41,175.00,27.68,953.00,720.00,1673.00,0.7555089192025184,0.2534369396294083
DS1,845.0,DS1-840,GGBS,153.00,392.00,60.96938775510204,1.31,0.51,200.00,26.86,1002.00,684.00,1686.00,0.6826347305389222,0.232502965599051
DS1,846.0,DS1-841,GGBS,310.00,453.00,31.567328918322296,0.54,0.37,168.00,45.30,914.00,804.00,1718.00,0.8796498905908097,0.2636786961583236
DS1,847.0,DS1-842,Fly Ash,305.00,405.00,24.691358024691358,0.64,0.48,196.00,30.12,959.00,705.00,1664.00,0.735140771637122,0.24338942307692307
DS1,848.0,DS1-843,Fly Ash,151.00,335.00,54.92537313432836,1.11,0.50,167.00,15.57,991.00,772.00,1763.00,0.7790110998990918,0.19001701644923427
DS1,849.0,DS1-844,GGBS,142.00,439.00,67.65375854214123,1.23,0.40,174.00,44.61,883.00,785.00,1668.00,0.8890147225368064,0.263189448441247
DS1,850.0,DS1-845,GGBS,298.00,542.00,45.018450184501845,0.67,0.37,201.00,53.52,878.00,655.00,1533.00,0.7460136674259681,0.35355512067840833
DS1,851.0,DS1-846,GGBS,321.00,485.00,33.81443298969072,0.59,0.39,190.00,57.21,870.00,774.00,1644.00,0.8896551724137931,0.29501216545012166
DS1,852.0,DS1-847,GGBS,366.00,553.00,33.815551537070526,0.52,0.35,191.00,65.91,824.00,757.00,1581.00,0.9186893203883495,0.3497786211258697
DS1,853.0,DS1-848,GGBS,280.00,509.00,44.9901768172888,0.61,0.34,172.00,52.82,825.00,805.00,1630.00,0.9757575757575757,0.3122699386503067
DS1,854.0,DS1-849,GGBS,252.00,425.00,40.705882352941174,0.77,0.46,194.00,33.40,835.00,821.00,1656.00,0.9832335329341317,0.25664251207729466
DS1,855.0,DS1-850,Fly Ash,165.00,315.00,47.61904761904762,1.10,0.58,182.00,18.03,1023.00,729.00,1752.00,0.7126099706744868,0.1797945205479452
DS1,856.0,DS1-851,GGBS,156.00,399.00,60.902255639097746,1.15,0.45,180.00,37.36,1022.00,698.00,1720.00,0.6829745596868885,0.23197674418604652
DS1,857.0,DS1-852,GGBS,160.00,494.00,67.61133603238866,1.27,0.41,203.00,32.84,829.00,710.00,1539.00,0.856453558504222,0.32098765432098764
DS1,858.0,DS1-853,Fly Ash,298.00,405.00,26.419753086419753,0.62,0.46,186.00,42.64,879.00,815.00,1694.00,0.9271899886234357,0.23907910271546634
DS1,859.0,DS1-854,Fly Ash,318.00,444.00,28.37837837837838,0.66,0.47,210.00,40.06,861.00,737.00,1598.00,0.8559814169570267,0.27784730913642053
DS1,860.0,DS1-855,GGBS,287.00,502.00,42.82868525896414,0.66,0.37,188.00,41.94,904.00,696.00,1600.00,0.7699115044247787,0.31375
DS1,861.0,DS1-856,GGBS,326.00,492.00,33.739837398373986,0.53,0.35,174.00,61.23,882.00,790.00,1672.00,0.8956916099773242,0.2942583732057416
DS1,862.0,DS1-857,Fly Ash,356.00,498.00,28.514056224899598,0.54,0.39,193.00,40.87,801.00,778.00,1579.00,0.9712858926342073,0.31538948701709946
DS1,863.0,DS1-858,GGBS,132.00,500.00,73.6,1.36,0.36,179.00,33.30,867.00,736.00,1603.00,0.8489042675893888,0.3119151590767311
DS1,864.0,DS1-859,GGBS,322.00,471.00,31.634819532908704,0.58,0.39,186.00,52.42,951.00,709.00,1660.00,0.7455310199789695,0.28373493975903613
DS1,865.0,DS1-860,Fly Ash,164.00,364.00,54.94505494505494,1.10,0.50,181.00,15.09,849.00,846.00,1695.00,0.9964664310954063,0.21474926253687315
DS1,866.0,DS1-861,Fly Ash,314.00,427.00,26.463700234192036,0.54,0.40,170.00,38.46,925.00,783.00,1708.00,0.8464864864864865,0.25
DS1,867.0,DS1-862,Fly Ash,321.00,449.00,28.50779510022272,0.57,0.41,182.00,37.26,870.00,780.00,1650.00,0.896551724137931,0.2721212121212121
DS1,868.0,DS1-863,GGBS,140.00,432.00,67.5925925925926,1.69,0.55,237.00,35.23,869.00,656.00,1525.00,0.7548906789413119,0.28327868852459015
DS1,869.0,DS1-864,GGBS,288.00,409.00,29.584352078239608,0.61,0.43,177.00,42.13,908.00,829.00,1737.00,0.9129955947136564,0.23546344271732872
DS1,870.0,DS1-865,Fly Ash,298.00,405.00,26.419753086419753,0.70,0.52,210.00,31.87,880.00,744.00,1624.00,0.8454545454545455,0.24938423645320196
DS1,871.0,DS1-866,GGBS,265.00,462.00,42.64069264069264,0.74,0.42,195.00,41.54,833.00,790.00,1623.00,0.9483793517406963,0.2846580406654344
DS1,872.0,DS1-867,GGBS,160.00,410.00,60.97560975609756,1.05,0.41,168.00,39.45,1049.00,688.00,1737.00,0.655862726406101,0.2360391479562464
DS1,873.0,DS1-868,GGBS,166.00,426.00,61.032863849765256,1.10,0.43,183.00,37.91,859.00,827.00,1686.00,0.9627473806752037,0.2526690391459075
DS1,874.0,DS1-869,GGBS,276.00,482.00,42.738589211618255,0.65,0.37,180.00,44.28,870.00,768.00,1638.00,0.8827586206896552,0.29426129426129427
DS1,875.0,DS1-870,Fly Ash,322.00,438.00,26.484018264840184,0.61,0.45,196.00,31.18,818.00,813.00,1631.00,0.9938875305623472,0.2685469037400368
DS1,876.0,DS1-871,GGBS,149.00,397.00,62.468513853904284,1.30,0.49,193.00,23.69,892.00,780.00,1672.00,0.874439461883408,0.2374401913875598
DS1,877.0,DS1-872,GGBS,159.00,346.00,54.04624277456647,1.11,0.51,176.00,32.76,990.00,789.00,1779.00,0.796969696969697,0.1944912872400225
DS1,878.0,DS1-873,GGBS,261.00,439.00,40.546697038724375,0.77,0.46,201.00,32.40,864.00,761.00,1625.00,0.8807870370370371,0.27015384615384613
DS1,879.0,DS1-874,GGBS,237.00,400.00,40.75,1.04,0.62,247.00,28.63,853.00,695.00,1548.00,0.8147713950762017,0.25839793281653745
DS1,880.0,DS1-875,Fly Ash,313.00,426.00,26.525821596244132,0.57,0.42,178.00,36.80,1002.00,689.00,1691.00,0.687624750499002,0.25192193968066234
DS1,881.0,DS1-876,GGBS,155.00,338.00,54.142011834319526,1.25,0.57,193.00,18.28,1047.00,697.00,1744.00,0.6657115568290354,0.1938073394495413
DS1,882.0,DS1-877,GGBS,146.00,376.00,61.170212765957444,1.38,0.54,202.00,33.06,827.00,872.00,1699.00,1.0544135429262393,0.2213066509711595
DS1,883.0,DS1-878,Fly Ash,296.00,403.00,26.550868486352357,0.75,0.55,221.00,31.42,819.00,778.00,1597.00,0.9499389499389499,0.25234815278647466
DS1,884.0,DS1-879,GGBS,133.00,343.00,61.224489795918366,1.47,0.57,196.00,31.03,949.00,795.00,1744.00,0.8377239199157007,0.1966743119266055
DS1,885.0,DS1-880,GGBS,313.00,458.00,31.65938864628821,0.57,0.39,178.00,44.39,867.00,824.00,1691.00,0.9504036908881199,0.2708456534594914
DS1,886.0,DS1-881,Fly Ash,152.00,264.00,42.42424242424242,1.21,0.70,184.00,12.18,992.00,816.00,1808.00,0.8225806451612904,0.14601769911504425
DS1,887.0,DS1-882,GGBS,153.00,411.00,62.77372262773723,1.16,0.43,178.00,25.56,1002.00,689.00,1691.00,0.687624750499002,0.2430514488468362
DS1,888.0,DS1-883,GGBS,140.00,376.00,62.765957446808514,1.43,0.53,200.00,36.44,916.00,753.00,1669.00,0.8220524017467249,0.22528460155781904
DS1,889.0,DS1-884,GGBS,149.00,385.00,61.298701298701296,1.18,0.46,176.00,32.96,847.00,893.00,1740.00,1.0543093270365997,0.22126436781609196
DS1,890.0,DS1-885,Fly Ash,300.00,420.00,28.571428571428573,0.71,0.50,212.00,23.84,878.00,728.00,1606.00,0.8291571753986332,0.261519302615193
DS1,891.0,DS1-886,GGBS,153.00,411.00,62.77372262773723,1.16,0.43,178.00,26.23,867.00,824.00,1691.00,0.9504036908881199,0.2430514488468362
DS1,892.0,DS1-887,Fly Ash,148.00,285.00,48.07017543859649,1.07,0.55,158.00,17.95,1002.00,830.00,1832.00,0.8283433133732535,0.15556768558951964
DS1,893.0,DS1-888,Fly Ash,326.00,464.00,29.74137931034483,0.61,0.43,199.00,40.68,801.00,792.00,1593.00,0.9887640449438202,0.29127432517263024
DS1,894.0,DS1-889,GGBS,153.00,298.00,48.65771812080537,1.16,0.60,178.00,19.01,1000.00,822.00,1822.00,0.822,0.16355653128430298
DS1,895.0,DS1-890,GGBS,262.00,459.00,42.91938997821351,0.74,0.42,195.00,33.72,895.00,733.00,1628.00,0.8189944134078212,0.2819410319410319
DS1,896.0,DS1-891,Fly Ash,158.00,353.00,55.240793201133144,1.39,0.62,220.00,8.54,898.00,713.00,1611.00,0.7939866369710468,0.2191185599006828
DS1,897.0,DS1-892,Fly Ash,151.00,336.00,55.05952380952381,1.11,0.50,167.00,13.46,1074.00,678.00,1752.00,0.6312849162011173,0.1917808219178082
DS1,898.0,DS1-893,Fly Ash,273.00,363.00,24.793388429752067,0.73,0.55,199.00,32.24,931.00,762.00,1693.00,0.8184747583243824,0.21441228588304784
DS1,899.0,DS1-894,GGBS,149.00,359.00,58.4958217270195,1.23,0.51,183.00,23.52,953.00,780.00,1733.00,0.8184679958027282,0.20715522215810733
DS3,4669.0,DS3-339,Fly Ash,200,455,56.043956043956044,,,150,,1073,830,1903,0.7735321528424977,0.23909616395165528
DS1,900.0,DS1-895,GGBS,143.00,455.00,68.57142857142857,1.34,0.42,191.00,29.72,967.00,643.00,1610.00,0.6649431230610134,0.2826086956521739
DS1,901.0,DS1-896,GGBS,260.00,439.00,40.77448747152619,0.66,0.39,171.00,49.77,936.00,763.00,1699.00,0.8151709401709402,0.2583872866391995
DS1,902.0,DS1-897,GGBS,313.00,474.00,33.9662447257384,0.57,0.38,178.00,52.44,917.00,759.00,1676.00,0.8276990185387132,0.2828162291169451
DS1,903.0,DS1-898,GGBS,284.00,404.00,29.702970297029704,0.59,0.42,168.00,40.93,970.00,794.00,1764.00,0.8185567010309278,0.2290249433106576
DS1,904.0,DS1-899,GGBS,336.00,336.00,0.0,0.54,0.54,182.00,44.86,986.00,817.00,1803.00,0.8286004056795132,0.18635607321131448
DS1,905.0,DS1-900,Fly Ash,145.00,279.00,48.028673835125446,1.25,0.65,181.00,13.20,979.00,812.00,1791.00,0.8294177732379979,0.15577889447236182
DS1,906.0,DS1-901,GGBS,150.00,387.00,61.24031007751938,1.16,0.45,174.00,37.43,1069.00,675.00,1744.00,0.6314312441534145,0.22190366972477063
DS1,907.0,DS1-902,GGBS,144.00,447.00,67.78523489932886,1.33,0.43,192.00,29.87,814.00,805.00,1619.00,0.9889434889434889,0.27609635577516983
DS1,908.0,DS1-903,GGBS,331.00,501.00,33.93213572854292,0.59,0.39,195.00,56.61,811.00,802.00,1613.00,0.9889025893958077,0.3106013639181649
DS1,909.0,DS1-904,Fly Ash,155.00,298.00,47.986577181208055,1.25,0.65,193.00,12.46,1047.00,697.00,1744.00,0.6657115568290354,0.17087155963302753
DS1,910.0,DS1-905,GGBS,155.00,338.00,54.142011834319526,1.25,0.57,193.00,23.79,877.00,868.00,1745.00,0.9897377423033067,0.19369627507163323
DS1,911.0,DS1-906,Fly Ash,135.00,301.00,55.14950166112957,1.33,0.60,180.00,13.29,961.00,805.00,1766.00,0.8376690946930281,0.17044167610419025
DS1,912.0,DS1-907,GGBS,266.00,465.00,42.795698924731184,0.67,0.38,178.00,39.42,910.00,745.00,1655.00,0.8186813186813187,0.2809667673716012
DS1,913.0,DS1-908,GGBS,314.00,572.00,45.10489510489511,0.57,0.31,179.00,46.23,869.00,690.00,1559.00,0.7940161104718066,0.36690186016677356
DS1,914.0,DS1-909,GGBS,313.00,458.00,31.65938864628821,0.41,0.28,127.00,44.52,1000.00,822.00,1822.00,0.822,0.2513721185510428
DS1,915.0,DS1-910,GGBS,146.00,319.00,54.23197492163009,1.25,0.57,182.00,23.74,986.00,817.00,1803.00,0.8286004056795132,0.1769273433166944
DS1,916.0,DS1-911,GGBS,144.00,386.00,62.69430051813472,1.24,0.46,178.00,26.14,941.00,774.00,1715.00,0.822529224229543,0.2250728862973761
DS1,917.0,DS1-912,Fly Ash,148.00,330.00,55.15151515151515,1.22,0.55,181.00,15.52,839.00,884.00,1723.00,1.0536352800953517,0.1915264074289031
DS1,918.0,DS1-913,GGBS,277.00,485.00,42.88659793814433,0.69,0.39,191.00,43.57,946.00,666.00,1612.00,0.7040169133192389,0.3008684863523573
DS1,919.0,DS1-914,Fly Ash,298.00,405.00,26.419753086419753,0.55,0.40,164.00,35.86,953.00,784.00,1737.00,0.8226652675760755,0.23316062176165803
DS1,920.0,DS1-915,GGBS,313.00,458.00,31.65938864628821,0.57,0.39,178.00,41.05,1002.00,689.00,1691.00,0.687624750499002,0.2708456534594914
DS1,921.0,DS1-916,GGBS,155.00,482.00,67.84232365145228,1.25,0.40,194.00,28.99,880.00,699.00,1579.00,0.7943181818181818,0.305256491450285
DS1,922.0,DS1-917,GGBS,289.00,423.00,31.678486997635932,0.67,0.46,195.00,46.24,924.00,760.00,1684.00,0.8225108225108225,0.251187648456057
DS1,923.0,DS1-918,GGBS,148.00,323.00,54.17956656346749,1.16,0.53,171.00,26.92,1000.00,828.00,1828.00,0.828,0.17669584245076586
DS1,924.0,DS1-919,Fly Ash,145.00,324.00,55.24691358024691,1.39,0.62,202.00,10.54,824.00,869.00,1693.00,1.0546116504854368,0.19137625516834023
DS1,925.0,DS1-920,GGBS,313.00,313.00,0.0,0.57,0.57,178.00,25.10,1000.00,822.00,1822.00,0.822,0.17178924259055983
DS1,926.0,DS1-921,GGBS,136.00,424.00,67.9245283018868,1.26,0.41,172.00,29.07,923.00,764.00,1687.00,0.8277356446370531,0.25133372851215174
DS1,927.0,DS1-922,Fly Ash,155.00,298.00,47.986577181208055,1.25,0.65,193.00,9.74,877.00,868.00,1745.00,0.9897377423033067,0.17077363896848138
DS1,928.0,DS1-923,GGBS,255.00,431.00,40.835266821345705,0.74,0.44,189.00,33.80,919.00,749.00,1668.00,0.8150163220892275,0.25839328537170264
DS1,929.0,DS1-924,GGBS,162.00,541.00,70.0554528650647,1.33,0.40,216.00,39.84,822.00,638.00,1460.00,0.7761557177615572,0.37054794520547946
DS1,930.0,DS1-925,GGBS,136.00,430.00,68.37209302325581,1.46,0.46,199.00,26.97,847.00,783.00,1630.00,0.9244391971664699,0.26380368098159507
DS1,931.0,DS1-926,GGBS,164.00,455.00,63.956043956043956,1.20,0.43,197.00,27.23,961.00,641.00,1602.00,0.6670135275754423,0.284019975031211
DS1,932.0,DS1-927,GGBS,162.00,540.00,70.0,1.25,0.37,202.00,30.65,820.00,680.00,1500.00,0.8292682926829268,0.36
DS1,933.0,DS1-928,GGBS,157.00,523.00,69.98087954110899,1.27,0.38,200.00,33.05,819.00,704.00,1523.00,0.8595848595848596,0.3434011818778726
DS1,934.0,DS1-929,Fly Ash,149.00,496.00,69.95967741935483,1.29,0.39,192.00,24.58,935.00,623.00,1558.00,0.6663101604278074,0.31835686777920413
DS1,935.0,DS1-930,Fly Ash,135.00,433.00,68.82217090069284,1.45,0.45,196.00,21.91,965.00,643.00,1608.00,0.666321243523316,0.26927860696517414
DS1,936.0,DS1-931,GGBS,159.00,529.00,69.94328922495274,1.26,0.38,201.00,30.88,848.00,669.00,1517.00,0.7889150943396226,0.34871456822676333
DS1,937.0,DS1-932,Fly Ash,144.00,354.00,59.32203389830509,1.22,0.50,176.00,15.34,1021.00,709.00,1730.00,0.6944172380019589,0.2046242774566474
DS1,938.0,DS1-933,Fly Ash,154.00,513.00,69.98050682261209,1.48,0.44,228.00,24.34,845.00,612.00,1457.00,0.7242603550295857,0.3520933424845573
DS1,939.0,DS1-934,Fly Ash,167.00,549.00,69.58105646630237,1.11,0.34,185.00,23.89,898.00,636.00,1534.00,0.7082405345211581,0.3578878748370274
DS1,940.0,DS1-935,Fly Ash,184.00,460.00,60.0,1.16,0.46,213.00,22.93,923.00,623.00,1546.00,0.6749729144095341,0.2975420439844761
DS1,941.0,DS1-936,Fly Ash,156.00,521.00,70.05758157389636,1.42,0.42,221.00,29.41,854.00,614.00,1468.00,0.7189695550351288,0.35490463215258855
DS1,942.0,DS1-937,GGBS,236.90,400.10,40.78980254936266,1.04,0.62,246.90,28.63,852.90,695.40,1548.30,0.8153359127682026,0.2584124523671123
DS1,943.0,DS1-938,Fly Ash,313.30,426.30,26.50715458597232,0.57,0.42,178.50,36.80,1001.90,688.70,1690.60,0.6873939514921649,0.25215899680586773
DS1,944.0,DS1-939,GGBS,154.80,338.20,54.22826729745712,1.25,0.57,193.30,18.29,1047.40,696.70,1744.10,0.6651708993698683,0.1939108996043805
DS1,945.0,DS1-940,GGBS,145.90,376.40,61.23804463336876,1.39,0.54,202.50,32.72,827.00,871.80,1698.80,1.0541717049576784,0.22156816576406876
DS1,946.0,DS1-941,Fly Ash,296.00,402.70,26.496150980879065,0.75,0.55,221.40,31.42,819.20,778.40,1597.60,0.9501953125,0.2520655983975964
DS1,947.0,DS1-942,GGBS,133.10,343.30,61.229245557821145,1.47,0.57,195.70,28.94,949.40,795.30,1744.70,0.8376869601853802,0.19676735255344757
DS1,948.0,DS1-943,GGBS,313.30,458.30,31.63866463015492,0.57,0.39,178.50,40.93,867.20,824.00,1691.20,0.9501845018450185,0.27099101229895933
DS1,949.0,DS1-944,Fly Ash,151.60,263.50,42.46679316888046,1.22,0.70,184.40,12.18,992.00,815.90,1807.90,0.8224798387096774,0.14574921179268766
DS1,950.0,DS1-945,GGBS,153.10,411.10,62.7584529311603,1.17,0.43,178.50,25.56,1001.90,688.70,1690.60,0.6873939514921649,0.2431681059978706
DS1,951.0,DS1-946,GGBS,139.90,375.80,62.77275146354444,1.43,0.53,200.30,36.44,916.00,753.40,1669.40,0.8224890829694324,0.2251108182580568
DS1,952.0,DS1-947,GGBS,149.50,385.50,61.21919584954605,1.18,0.46,175.80,32.96,846.80,892.70,1739.50,1.0542040623523854,0.22161540672607072
DS1,953.0,DS1-948,Fly Ash,299.80,419.60,28.551000953288845,0.71,0.50,211.50,23.84,878.20,727.60,1605.80,0.8285128672284218,0.2613027774318097
DS1,954.0,DS1-949,GGBS,153.10,411.10,62.7584529311603,1.17,0.43,178.50,26.23,867.20,824.00,1691.20,0.9501845018450185,0.2430818353831599
DS1,955.0,DS1-950,Fly Ash,148.10,284.70,47.980330172110996,1.07,0.56,158.10,17.96,1001.80,830.10,1831.90,0.8286085046915552,0.1554124133413396
DS1,956.0,DS1-951,Fly Ash,326.50,464.40,29.694229112833764,0.61,0.43,199.00,38.63,801.10,792.50,1593.60,0.9892647609536886,0.2914156626506024
