mix_number,mix_mark,cement (kg/m3),eff_water (kg/m3)  ,NCA (kg/m3),RCA (kg/m3),"NFA,sand (kg/m3)",fly ash (kg/m3),silica fume (kg/m3),BFS (kg/m3) ,SP (kg/m3),Testing Age (day),CS fck (mpa),ref.,year,country
1429,REF-0.45,340,153,1096,0,723,0,0,0,3.4,28,53.94,Corinaldesi ,2010,Italy
1430,REF-0.50,330,165,1084,0,715,0,0,0,2.64,28,49.23,Corinaldesi ,2010,Italy
1431,REF-0.55,320,176,1072,0,708,0,0,0,1.92,28,39.92,Corinaldesi ,2010,Italy
1432,REF-0.60,310,186,1064,0,702,0,0,0,1.24,28,37.2,Corinaldesi ,2010,Italy
1433,CR-0.40,350,140,553,523,732,0,0,0,4.2,28,39.07,Corinaldesi ,2010,Italy
1434,CR-0.45,340,153,547,517,723,0,0,0,3.4,28,38.81,Corinaldesi ,2010,Italy
1435,CR-0.50,330,165,541,511,715,0,0,0,2.64,28,33.81,Corinaldesi ,2010,Italy
1436,CR-0.55,320,176,535,506,708,0,0,0,1.92,28,30.76,Corinaldesi ,2010,Italy
1437,CR-0.60,310,186,531,501,702,0,0,0,1.24,28,29.41,Corinaldesi ,2010,Italy
1438,CM,372,186,1287.78,0,617.65,0,0,0,0,7,19.53,Kumutha and Vijai,2010,India
1439,CC20,372,186,1030.22,257.56,617.65,0,0,0,0,7,16.52,Kumutha and Vijai,2010,India
1440,CC40,372,186,772.67,515.55,617.65,0,0,0,0,7,16.42,Kumutha and Vijai,2010,India
1441,CC60,372,186,515.11,772.67,617.65,0,0,0,0,7,16.23,Kumutha and Vijai,2010,India
1442,CC80,372,186,257.56,1030.22,617.65,0,0,0,0,7,15.96,Kumutha and Vijai,2010,India
1443,CC100,372,186,0,1287.78,617.65,0,0,0,0,7,13.53,Kumutha and Vijai,2010,India
1444,CB20,372,186,1287.78,123.53,494.12,0,0,0,0,7,18.05,Kumutha and Vijai,2010,India
1445,CB40,372,186,1287.78,247.06,370.59,0,0,0,0,7,17.15,Kumutha and Vijai,2010,India
1446,CB60,372,186,1287.78,370.59,247.06,0,0,0,0,7,14.95,Kumutha and Vijai,2010,India
1447,CB80,372,186,1287.78,494.12,123.53,0,0,0,0,7,9.94,Kumutha and Vijai,2010,India
1448,CM,372,186,1287.78,0,617.65,0,0,0,0,28,25.73,Kumutha and Vijai,2010,India
1449,CC20,372,186,1030.22,257.56,617.65,0,0,0,0,28,24.73,Kumutha and Vijai,2010,India
1450,CC40,372,186,772.67,515.55,617.65,0,0,0,0,28,24.09,Kumutha and Vijai,2010,India
1451,CC60,372,186,515.11,772.67,617.65,0,0,0,0,28,23.09,Kumutha and Vijai,2010,India
1452,CC80,372,186,257.56,1030.22,617.65,0,0,0,0,28,22.82,Kumutha and Vijai,2010,India
1453,CC100,372,186,0,1287.78,617.65,0,0,0,0,28,18.55,Kumutha and Vijai,2010,India
1454,CB20,372,186,1287.78,123.53,494.12,0,0,0,0,28,24,Kumutha and Vijai,2010,India
1455,CB40,372,186,1287.78,247.06,370.59,0,0,0,0,28,23.55,Kumutha and Vijai,2010,India
1456,CB60,372,186,1287.78,370.59,247.06,0,0,0,0,28,21.36,Kumutha and Vijai,2010,India
1457,CB80,372,186,1287.78,494.12,123.53,0,0,0,0,28,14,Kumutha and Vijai,2010,India
1458,R0,350,180,1857,0,612,0,0,0,0,3,25.05,Radonjanin et al.,2010,Serbia
1459,R50,350,180,608,608,600,0,0,0,0,3,23.4,Radonjanin et al.,2010,Serbia
1460,R100,350,180,0,1776,586,0,0,0,0,3,23.16,Radonjanin et al.,2010,Serbia
1461,R0,350,180,1857,0,612,0,0,0,0,7,32.03,Radonjanin et al.,2010,Serbia
1462,R50,350,180,608,608,600,0,0,0,0,7,33.76,Radonjanin et al.,2010,Serbia
1463,R100,350,180,0,1776,586,0,0,0,0,7,33.68,Radonjanin et al.,2010,Serbia
1464,R0,350,180,1857,0,612,0,0,0,0,28,39.49,Radonjanin et al.,2010,Serbia
1465,R50,350,180,608,608,600,0,0,0,0,28,41.11,Radonjanin et al.,2010,Serbia
1466,R100,350,180,0,1776,586,0,0,0,0,28,41.51,Radonjanin et al.,2010,Serbia
1467,NAC-1,300,179,1902,0,611,0,0,0,0,28,36.6,Marinković et al. ,2010,Serbia
1468,NAC-2,353,182,1854,0,611,0,0,0,0,28,41.8,Marinković et al. ,2010,Serbia
1469,NAC-3,402,188,1798,0,596,0,0,0,0,28,48.6,Marinković et al. ,2010,Serbia
1470,RAC-1,300,179,611,1134,596,0,0,0,0,28,33.6,Marinković et al. ,2010,Serbia
1471,RAC-2,351,183,596,1107,579,0,0,0,0,28,41.1,Marinković et al. ,2010,Serbia
1472,RAC-3,402,189,579,1074,579,0,0,0,0,28,48.1,Marinković et al. ,2010,Serbia
1473,100 OPC,390.4,156.3,1118.2,0,739.1,0,0,0,3.9,7,36.48,Berndt,2009,Australia
1474,50 FA,190.3,152.4,1090.3,0,720.7,190.3,0,0,3.81,7,16.26,Berndt,2009,Australia
1475,50 BFS,195.4,156.5,1119.1,0,739.7,0,0,195.4,3.91,7,36.08,Berndt,2009,Australia
1476,70 BFS,117.3,156.4,1117.9,0,738,0,0,273.6,3.91,7,33.41,Berndt,2009,Australia
1477,25 FA/25 BFS,191,153,1094,0,723.1,95.5,0,95.5,3.82,7,28.86,Berndt,2009,Australia
1478,100 OPC-RCS,370.4,148.2,0,1122.9,700.1,0,0,0,3.7,7,35.08,Berndt,2009,Australia
1479,50 BFS-RCS,184.5,147.6,0,1118.9,697.6,184.5,0,0,3.69,7,35.62,Berndt,2009,Australia
1480,100 OPC-RCA,394.8,157.9,0,1059,748,0,0,0,3.95,7,32.26,Berndt,2009,Australia
1481,50 BFS-RCA,196.1,156.7,0,1053,743.4,0,0,196.1,3.92,7,34.95,Berndt,2009,Australia
1482,70 BFS-RCA,117.7,156.9,0,1053.1,741.6,0,0,274.4,3.92,7,31.17,Berndt,2009,Australia
1483,100 OPC,390.4,156.3,1118.2,0,739.1,0,0,0,3.9,14,39.18,Berndt,2009,Australia
1484,50 FA,190.3,152.4,1090.3,0,720.7,190.3,0,0,3.81,14,19.9,Berndt,2009,Australia
1485,50 BFS,195.4,156.5,1119.1,0,739.7,0,0,195.4,3.91,14,43.61,Berndt,2009,Australia
1486,70 BFS,117.3,156.4,1117.9,0,738,0,0,273.6,3.91,14,42,Berndt,2009,Australia
1487,25 FA/25 BFS,191,153,1094,0,723.1,95.5,0,95.5,3.82,14,34.24,Berndt,2009,Australia
1488,100 OPC-RCS,370.4,148.2,0,1122.9,700.1,0,0,0,3.7,14,37.65,Berndt,2009,Australia
1489,50 BFS-RCS,184.5,147.6,0,1118.9,697.6,184.5,0,0,3.69,14,40.99,Berndt,2009,Australia
1490,100 OPC-RCA,394.8,157.9,0,1059,748,0,0,0,3.95,14,36.22,Berndt,2009,Australia
1491,50 BFS-RCA,196.1,156.7,0,1053,743.4,0,0,196.1,3.92,14,40.35,Berndt,2009,Australia
1492,70 BFS-RCA,117.7,156.9,0,1053.1,741.6,0,0,274.4,3.92,14,38.74,Berndt,2009,Australia
1493,100 OPC,390.4,156.3,1118.2,0,739.1,0,0,0,3.9,28,40.94,Berndt,2009,Australia
1494,50 FA,190.3,152.4,1090.3,0,720.7,190.3,0,0,3.81,28,23.8,Berndt,2009,Australia
1495,50 BFS,195.4,156.5,1119.1,0,739.7,0,0,195.4,3.91,28,45.77,Berndt,2009,Australia
1496,70 BFS,117.3,156.4,1117.9,0,738,0,0,273.6,3.91,28,43.5,Berndt,2009,Australia
1497,25 FA/25 BFS,191,153,1094,0,723.1,95.5,0,95.5,3.82,28,36.67,Berndt,2009,Australia
1498,100 OPC-RCS,370.4,148.2,0,1122.9,700.1,0,0,0,3.7,28,40.08,Berndt,2009,Australia
1499,50 BFS-RCS,184.5,147.6,0,1118.9,697.6,184.5,0,0,3.69,28,44.22,Berndt,2009,Australia
1500,100 OPC-RCA,394.8,157.9,0,1059,748,0,0,0,3.95,28,37.79,Berndt,2009,Australia
1501,50 BFS-RCA,196.1,156.7,0,1053,743.4,0,0,196.1,3.92,28,43.51,Berndt,2009,Australia
1502,70 BFS-RCA,117.7,156.9,0,1053.1,741.6,0,0,274.4,3.92,28,40.98,Berndt,2009,Australia
1503,100 OPC,390.4,156.3,1118.2,0,739.1,0,0,0,3.9,90,47.13,Berndt,2009,Australia
1504,50 FA,190.3,152.4,1090.3,0,720.7,190.3,0,0,3.81,90,36.82,Berndt,2009,Australia
1505,50 BFS,195.4,156.5,1119.1,0,739.7,0,0,195.4,3.91,90,50.09,Berndt,2009,Australia
1506,70 BFS,117.3,156.4,1117.9,0,738,0,0,273.6,3.91,90,47.68,Berndt,2009,Australia
1507,25 FA/25 BFS,191,153,1094,0,723.1,95.5,0,95.5,3.82,90,47.14,Berndt,2009,Australia
1508,100 OPC-RCS,370.4,148.2,0,1122.9,700.1,0,0,0,3.7,90,45.31,Berndt,2009,Australia
1509,50 BFS-RCS,184.5,147.6,0,1118.9,697.6,184.5,0,0,3.69,90,48.25,Berndt,2009,Australia
1510,100 OPC-RCA,394.8,157.9,0,1059,748,0,0,0,3.95,90,42.42,Berndt,2009,Australia
1511,50 BFS-RCA,196.1,156.7,0,1053,743.4,0,0,196.1,3.92,90,47.75,Berndt,2009,Australia
1512,70 BFS-RCA,117.7,156.9,0,1053.1,741.6,0,0,274.4,3.92,90,46.54,Berndt,2009,Australia
1513,RAC0,380,190,1003.79,0,713.9,0,0,0,2.66,28,46.65,Domingo-Cabo et al,2009,Spain
1514,RAC20,380,190,756.97,189.24,744.45,0,0,0,2.66,28,48.87,Domingo-Cabo et al,2009,Spain
1515,RAC50,380,190,471.13,471.12,709.54,0,0,0,2.66,28,48.76,Domingo-Cabo et al,2009,Spain
1516,RAC100,380,190,0,874.04,714.56,0,0,0,5.32,28,57.08,Domingo-Cabo et al,2009,Spain
1517,RAC0,380,190,1003.79,0,713.9,0,0,0,2.66,7,40.72,Domingo-Cabo et al,2009,Spain
1518,RAC20,380,190,756.97,189.24,744.45,0,0,0,2.66,7,42.78,Domingo-Cabo et al,2009,Spain
1519,RAC50,380,190,471.13,471.12,709.54,0,0,0,2.66,7,41.65,Domingo-Cabo et al,2009,Spain
1520,RAC100,380,190,0,874.04,714.56,0,0,0,5.32,7,48.76,Domingo-Cabo et al,2009,Spain
1521,G-18,263,184,1080,0,835,0,0,0,0,28,18.1,Casuccio et al,2008,Argentina
1522,A-18,264,178,0,1030,835,0,0,0,0,28,18,Casuccio et al,2008,Argentina
1523,B-18,262,174,0,1020,830,0,0,0,0,28,15.4,Casuccio et al,2008,Argentina
1524,G-37,431,149,1060,0,765,0,0,0,4.2,28,37.5,Casuccio et al,2008,Argentina
1525,A-37,427,148,0,1000,760,0,0,0,4.2,28,36.4,Casuccio et al,2008,Argentina
1526,B-37,423,153,0,900,755,0,0,0,4.1,28,35.7,Casuccio et al,2008,Argentina
1527,G-48,452,155,0,960,875,0,0,0,4.8,28,48.4,Casuccio et al,2008,Argentina
1528,A-48,443,152,0,885,855,0,0,0,3.9,28,44.4,Casuccio et al,2008,Argentina
1529,B-48,442,152,0,885,860,0,0,0,3.8,28,43.8,Casuccio et al,2008,Argentina
1530,R0-I,410,225,1048,0,642,0,0,0,0,1,10.85,Kou et al,2008,Hong Kong
1531,R20-I,410,225,840,204,642,0,0,0,0,1,10.08,Kou et al,2008,Hong Kong
1532,R50-I,410,225,524,506,642,0,0,0,0,1,9.83,Kou et al,2008,Hong Kong
1533,R100-I,410,225,0,1017,642,0,0,0,0,1,8.64,Kou et al,2008,Hong Kong
1534,R0F25-I,384.38,225,992,0,582,128.13,0,0,0,1,13.22,Kou et al,2008,Hong Kong
1535,R20F25-I,384.38,225,794,193,582,128.13,0,0,0,1,12.54,Kou et al,2008,Hong Kong
1536,R50F25-I,384.38,225,496,482,582,128.13,0,0,0,1,11.95,Kou et al,2008,Hong Kong
1537,R100F25-I,384.38,225,0,963,582,128.13,0,0,0,1,13.81,Kou et al,2008,Hong Kong
1538,R0-II,410,205,1081,0,662,0,0,0,0,1,17.37,Kou et al,2008,Hong Kong
1539,R20-II,410,205,865,210,662,0,0,0,0,1,15.68,Kou et al,2008,Hong Kong
1540,R50-II,410,205,541,525,662,0,0,0,0,1,14.15,Kou et al,2008,Hong Kong
1541,R100-II,410,205,0,1049,662,0,0,0,0,1,11.78,Kou et al,2008,Hong Kong
1542,R0 F25-II,384.38,205,1009,0,618,128.13,0,0,2.18,1,19.07,Kou et al,2008,Hong Kong
1543,R20F25-II,384.38,205,802,196,618,128.13,0,0,2.18,1,17.8,Kou et al,2008,Hong Kong
1544,R50F25-II,384.38,205,505,489,618,128.13,0,0,2.18,1,16.95,Kou et al,2008,Hong Kong
1545,R100F25-II,384.38,205,0,979,618,128.13,0,0,2.18,1,13.98,Kou et al,2008,Hong Kong
1546,R0-III,400,180,1108,0,708,0,0,0,6.78,1,21.86,Kou et al,2008,Hong Kong
1547,R20-III,400,180,886,215,708,0,0,0,6.78,1,20,Kou et al,2008,Hong Kong
1548,R50-III,400,180,554,538,708,0,0,0,6.78,1,17.88,Kou et al,2008,Hong Kong
1549,R100-III,400,180,0,1075,708,0,0,0,6.78,1,13.14,Kou et al,2008,Hong Kong
1550,R0 F25-III,375,180,1040,0,665,125,0,0,8.23,1,20.93,Kou et al,2008,Hong Kong
1551,R20F25-III,375,180,808,202,665,125,0,0,8.23,1,20.42,Kou et al,2008,Hong Kong
1552,R50F25-III,375,180,520,504,665,125,0,0,8.23,1,19.66,Kou et al,2008,Hong Kong
1553,R100F25-III,375,180,0,1009,665,125,0,0,8.23,1,18.22,Kou et al,2008,Hong Kong
1554,R0-IV,400,160,1140,0,729,0,0,0,9.44,1,26.1,Kou et al,2008,Hong Kong
1555,R20-IV,400,160,912,221,729,0,0,0,9.44,1,24.24,Kou et al,2008,Hong Kong
1556,R50-IV,400,160,570,554,729,0,0,0,9.44,1,21.44,Kou et al,2008,Hong Kong
1557,R100-IV,400,160,0,1107,729,0,0,0,9.44,1,18.22,Kou et al,2008,Hong Kong
1558,R0 F25-IV,375,160,1071,0,685,125,0,0,10.41,1,23.22,Kou et al,2008,Hong Kong
1559,R20F25-IV,375,160,814,208,685,125,0,0,10.41,1,20,Kou et al,2008,Hong Kong
1560,R50F25-IV,375,160,536,520,685,125,0,0,10.41,1,18.73,Kou et al,2008,Hong Kong
1561,R100F25-IV,375,160,0,1040,685,125,0,0,10.41,1,17.71,Kou et al,2008,Hong Kong
1562,R0-I,410,225,1048,0,642,0,0,0,0,3,19.75,Kou et al,2008,Hong Kong
1563,R20-I,410,225,840,204,642,0,0,0,0,3,18.98,Kou et al,2008,Hong Kong
1564,R50-I,410,225,524,506,642,0,0,0,0,3,18.47,Kou et al,2008,Hong Kong
1565,R100-I,410,225,0,1017,642,0,0,0,0,3,15.76,Kou et al,2008,Hong Kong
1566,R0 F25-I,384.38,225,992,0,582,128.13,0,0,0,3,25.76,Kou et al,2008,Hong Kong
1567,R20F25-I,384.38,225,794,193,582,128.13,0,0,0,3,25,Kou et al,2008,Hong Kong
1568,R50F25-I,384.38,225,496,482,582,128.13,0,0,0,3,24.07,Kou et al,2008,Hong Kong
1569,R100F25-I,384.38,225,0,963,582,128.13,0,0,0,3,24.58,Kou et al,2008,Hong Kong
1570,R0-II,410,205,1081,0,662,0,0,0,0,3,30.68,Kou et al,2008,Hong Kong
1571,R20-II,410,205,865,210,662,0,0,0,0,3,30.08,Kou et al,2008,Hong Kong
1572,R50-II,410,205,541,525,662,0,0,0,0,3,26.36,Kou et al,2008,Hong Kong
1573,R100-II,410,205,0,1049,662,0,0,0,0,3,19.58,Kou et al,2008,Hong Kong
1574,R0 F25-II,384.38,205,1009,0,618,128.13,0,0,2.18,3,31.86,Kou et al,2008,Hong Kong
1575,R20F25-II,384.38,205,802,196,618,128.13,0,0,2.18,3,30,Kou et al,2008,Hong Kong
1576,R50F25-II,384.38,205,505,489,618,128.13,0,0,2.18,3,29.41,Kou et al,2008,Hong Kong
1577,R100F25-II,384.38,205,0,979,618,128.13,0,0,2.18,3,28.39,Kou et al,2008,Hong Kong
1578,R0-III,400,180,1108,0,708,0,0,0,6.78,3,38.81,Kou et al,2008,Hong Kong
1579,R20-III,400,180,886,215,708,0,0,0,6.78,3,36.61,Kou et al,2008,Hong Kong
1580,R50-III,400,180,554,538,708,0,0,0,6.78,3,34.15,Kou et al,2008,Hong Kong
1581,R100-III,400,180,0,1075,708,0,0,0,6.78,3,22.71,Kou et al,2008,Hong Kong
1582,R0 F25-III,375,180,1040,0,665,125,0,0,8.23,3,38.56,Kou et al,2008,Hong Kong
1583,R20F25-III,375,180,808,202,665,125,0,0,8.23,3,38.22,Kou et al,2008,Hong Kong
1584,R50F25-III,375,180,520,504,665,125,0,0,8.23,3,38.05,Kou et al,2008,Hong Kong
1585,R100F25-III,375,180,0,1009,665,125,0,0,8.23,3,36.27,Kou et al,2008,Hong Kong
1586,R0-IV,400,160,1140,0,729,0,0,0,9.44,3,41.86,Kou et al,2008,Hong Kong
1587,R20-IV,400,160,912,221,729,0,0,0,9.44,3,40.34,Kou et al,2008,Hong Kong
1588,R50-IV,400,160,570,554,729,0,0,0,9.44,3,38.22,Kou et al,2008,Hong Kong
1589,R100-IV,400,160,0,1107,729,0,0,0,9.44,3,30.85,Kou et al,2008,Hong Kong
1590,R0 F25-IV,375,160,1071,0,685,125,0,0,10.41,3,51.25,Kou et al,2008,Hong Kong
1591,R20F25-IV,375,160,814,208,685,125,0,0,10.41,3,48.17,Kou et al,2008,Hong Kong
1592,R50F25-IV,375,160,536,520,685,125,0,0,10.41,3,41.27,Kou et al,2008,Hong Kong
1593,R100F25-IV,375,160,0,1040,685,125,0,0,10.41,3,38.47,Kou et al,2008,Hong Kong
1594,R0-I,410,225,1048,0,642,0,0,0,0,7,25.59,Kou et al,2008,Hong Kong
1595,R20-I,410,225,840,204,642,0,0,0,0,7,24.66,Kou et al,2008,Hong Kong
1596,R50-I,410,225,524,506,642,0,0,0,0,7,23.39,Kou et al,2008,Hong Kong
1597,R100-I,410,225,0,1017,642,0,0,0,0,7,20.68,Kou et al,2008,Hong Kong
1598,R0 F25-I,384.38,225,992,0,582,128.13,0,0,0,7,32.88,Kou et al,2008,Hong Kong
1599,R20F25-I,384.38,225,794,193,582,128.13,0,0,0,7,32.12,Kou et al,2008,Hong Kong
1600,R50F25-I,384.38,225,496,482,582,128.13,0,0,0,7,31.36,Kou et al,2008,Hong Kong
1601,R100F25-I,384.38,225,0,963,582,128.13,0,0,0,7,30.76,Kou et al,2008,Hong Kong
1602,R0-II,410,205,1081,0,662,0,0,0,0,7,36.27,Kou et al,2008,Hong Kong
1603,R20-II,410,205,865,210,662,0,0,0,0,7,33.22,Kou et al,2008,Hong Kong
1604,R50-II,410,205,541,525,662,0,0,0,0,7,32.54,Kou et al,2008,Hong Kong
1605,R100-II,410,205,0,1049,662,0,0,0,0,7,26.95,Kou et al,2008,Hong Kong
1606,R0 F25-II,384.38,205,1009,0,618,128.13,0,0,2.18,7,36.44,Kou et al,2008,Hong Kong
1607,R20F25-II,384.38,205,802,196,618,128.13,0,0,2.18,7,35.76,Kou et al,2008,Hong Kong
1608,R50F25-II,384.38,205,505,489,618,128.13,0,0,2.18,7,35.51,Kou et al,2008,Hong Kong
1609,R100F25-II,384.38,205,0,979,618,128.13,0,0,2.18,7,33.47,Kou et al,2008,Hong Kong
1610,R0-III,400,180,1108,0,708,0,0,0,6.78,7,51.63,Kou et al,2008,Hong Kong
1611,R20-III,400,180,886,215,708,0,0,0,6.78,7,49.23,Kou et al,2008,Hong Kong
1612,R50-III,400,180,554,538,708,0,0,0,6.78,7,42.2,Kou et al,2008,Hong Kong
1613,R100-III,400,180,0,1075,708,0,0,0,6.78,7,30.68,Kou et al,2008,Hong Kong
1614,R0 F25-III,375,180,1040,0,665,125,0,0,8.23,7,51.44,Kou et al,2008,Hong Kong
1615,R20F25-III,375,180,808,202,665,125,0,0,8.23,7,50,Kou et al,2008,Hong Kong
1616,R50F25-III,375,180,520,504,665,125,0,0,8.23,7,42.12,Kou et al,2008,Hong Kong
1617,R100F25-III,375,180,0,1009,665,125,0,0,8.23,7,39.92,Kou et al,2008,Hong Kong
1618,R0-IV,400,160,1140,0,729,0,0,0,9.44,7,54.9,Kou et al,2008,Hong Kong
1619,R20-IV,400,160,912,221,729,0,0,0,9.44,7,53.08,Kou et al,2008,Hong Kong
1620,R50-IV,400,160,570,554,729,0,0,0,9.44,7,51.25,Kou et al,2008,Hong Kong
1621,R100-IV,400,160,0,1107,729,0,0,0,9.44,7,38.47,Kou et al,2008,Hong Kong
1622,R0 F25-IV,375,160,1071,0,685,125,0,0,10.41,7,57.02,Kou et al,2008,Hong Kong
1623,R20F25-IV,375,160,814,208,685,125,0,0,10.41,7,55,Kou et al,2008,Hong Kong
1624,R50F25-IV,375,160,536,520,685,125,0,0,10.41,7,52.31,Kou et al,2008,Hong Kong
1625,R100F25-IV,375,160,0,1040,685,125,0,0,10.41,7,48.94,Kou et al,2008,Hong Kong
1626,R0-I,410,225,1048,0,642,0,0,0,0,28,41.19,Kou et al,2008,Hong Kong
1627,R20-I,410,225,840,204,642,0,0,0,0,28,38.39,Kou et al,2008,Hong Kong
1628,R50-I,410,225,524,506,642,0,0,0,0,28,36.02,Kou et al,2008,Hong Kong
1629,R100-I,410,225,0,1017,642,0,0,0,0,28,32.29,Kou et al,2008,Hong Kong
1630,R0F25-I,384.38,225,992,0,582,128.13,0,0,0,28,50.87,Kou et al,2008,Hong Kong
1631,R20F25-I,384.38,225,794,193,582,128.13,0,0,0,28,48.17,Kou et al,2008,Hong Kong
1632,R50F25-I,384.38,225,496,482,582,128.13,0,0,0,28,40.76,Kou et al,2008,Hong Kong
1633,R100F25-I,384.38,225,0,963,582,128.13,0,0,0,28,38.39,Kou et al,2008,Hong Kong
1634,R0-II,410,205,1081,0,662,0,0,0,0,28,52.02,Kou et al,2008,Hong Kong
1635,R20-II,410,205,865,210,662,0,0,0,0,28,49.71,Kou et al,2008,Hong Kong
1636,R50-II,410,205,541,525,662,0,0,0,0,28,39.92,Kou et al,2008,Hong Kong
1637,R100-II,410,205,0,1049,662,0,0,0,0,28,36.78,Kou et al,2008,Hong Kong
1638,R0F25-II,384.38,205,1009,0,618,128.13,0,0,2.18,28,55.38,Kou et al,2008,Hong Kong
1639,R20F25-II,384.38,205,802,196,618,128.13,0,0,2.18,28,53.65,Kou et al,2008,Hong Kong
1640,R50F25-II,384.38,205,505,489,618,128.13,0,0,2.18,28,50.48,Kou et al,2008,Hong Kong
1641,R100F25-II,384.38,205,0,979,618,128.13,0,0,2.18,28,49.23,Kou et al,2008,Hong Kong
1642,R0-III,400,180,1108,0,708,0,0,0,6.78,28,64.23,Kou et al,2008,Hong Kong
1643,R20-III,400,180,886,215,708,0,0,0,6.78,28,60,Kou et al,2008,Hong Kong
1644,R50-III,400,180,554,538,708,0,0,0,6.78,28,54.62,Kou et al,2008,Hong Kong
1645,R100-III,400,180,0,1075,708,0,0,0,6.78,28,50.1,Kou et al,2008,Hong Kong
1646,R0 F25-III,375,180,1040,0,665,125,0,0,8.23,28,67.4,Kou et al,2008,Hong Kong
1647,R20F25-III,375,180,808,202,665,125,0,0,8.23,28,64.71,Kou et al,2008,Hong Kong
1648,R50F25-III,375,180,520,504,665,125,0,0,8.23,28,60.96,Kou et al,2008,Hong Kong
1649,R100F25-III,375,180,0,1009,665,125,0,0,8.23,28,58.75,Kou et al,2008,Hong Kong
1650,R0-IV,400,160,1140,0,729,0,0,0,9.44,28,60.87,Kou et al,2008,Hong Kong
1651,R20-IV,400,160,912,221,729,0,0,0,9.44,28,59.23,Kou et al,2008,Hong Kong
1652,R50-IV,400,160,570,554,729,0,0,0,9.44,28,62.79,Kou et al,2008,Hong Kong
1653,R100-IV,400,160,0,1107,729,0,0,0,9.44,28,56.25,Kou et al,2008,Hong Kong
1654,R0F25-IV,375,160,1071,0,685,125,0,0,10.41,28,73.75,Kou et al,2008,Hong Kong
1655,R20F25-IV,375,160,814,208,685,125,0,0,10.41,28,71.06,Kou et al,2008,Hong Kong
1656,R50F25-IV,375,160,536,520,685,125,0,0,10.41,28,67.4,Kou et al,2008,Hong Kong
1657,R100F25-IV,375,160,0,1040,685,125,0,0,10.41,28,66.06,Kou et al,2008,Hong Kong
1658,R0-I,410,225,1048,0,642,0,0,0,0,90,50.67,Kou et al,2008,Hong Kong
1659,R20-I,410,225,840,204,642,0,0,0,0,90,48.85,Kou et al,2008,Hong Kong
1660,R50-I,410,225,524,506,642,0,0,0,0,90,41.95,Kou et al,2008,Hong Kong
1661,R100-I,410,225,0,1017,642,0,0,0,0,90,38.56,Kou et al,2008,Hong Kong
1662,R0 F25-I,384.38,225,992,0,582,128.13,0,0,0,90,66.15,Kou et al,2008,Hong Kong
1663,R20F25-I,384.38,225,794,193,582,128.13,0,0,0,90,63.37,Kou et al,2008,Hong Kong
1664,R50F25-I,384.38,225,496,482,582,128.13,0,0,0,90,61.25,Kou et al,2008,Hong Kong
1665,R100F25-I,384.38,225,0,963,582,128.13,0,0,0,90,62.88,Kou et al,2008,Hong Kong
1666,R0-II,410,205,1081,0,662,0,0,0,0,90,55.38,Kou et al,2008,Hong Kong
1667,R20-II,410,205,865,210,662,0,0,0,0,90,53.65,Kou et al,2008,Hong Kong
1668,R50-II,410,205,541,525,662,0,0,0,0,90,51.54,Kou et al,2008,Hong Kong
1669,R100-II,410,205,0,1049,662,0,0,0,0,90,48.75,Kou et al,2008,Hong Kong
1670,R0 F25-II,384.38,205,1009,0,618,128.13,0,0,2.18,90,70,Kou et al,2008,Hong Kong
1671,R20F25-II,384.38,205,802,196,618,128.13,0,0,2.18,90,68.65,Kou et al,2008,Hong Kong
1672,R50F25-II,384.38,205,505,489,618,128.13,0,0,2.18,90,68.27,Kou et al,2008,Hong Kong
1673,R100F25-II,384.38,205,0,979,618,128.13,0,0,2.18,90,68.75,Kou et al,2008,Hong Kong
1674,R0-III,400,180,1108,0,708,0,0,0,6.78,90,69.52,Kou et al,2008,Hong Kong
1675,R20-III,400,180,886,215,708,0,0,0,6.78,90,65.38,Kou et al,2008,Hong Kong
1676,R50-III,400,180,554,538,708,0,0,0,6.78,90,59.13,Kou et al,2008,Hong Kong
1677,R100-III,400,180,0,1075,708,0,0,0,6.78,90,55,Kou et al,2008,Hong Kong
1678,R0 F25-III,375,180,1040,0,665,125,0,0,8.23,90,81.92,Kou et al,2008,Hong Kong
1679,R20F25-III,375,180,808,202,665,125,0,0,8.23,90,77.12,Kou et al,2008,Hong Kong
1680,R50F25-III,375,180,520,504,665,125,0,0,8.23,90,71.54,Kou et al,2008,Hong Kong
1681,R100F25-III,375,180,0,1009,665,125,0,0,8.23,90,68.17,Kou et al,2008,Hong Kong
1682,R0-IV,400,160,1140,0,729,0,0,0,9.44,90,65.48,Kou et al,2008,Hong Kong
1683,R20-IV,400,160,912,221,729,0,0,0,9.44,90,68.46,Kou et al,2008,Hong Kong
1684,R50-IV,400,160,570,554,729,0,0,0,9.44,90,68.85,Kou et al,2008,Hong Kong
1685,R100-IV,400,160,0,1107,729,0,0,0,9.44,90,62.02,Kou et al,2008,Hong Kong
1686,R0 F25-IV,375,160,1071,0,685,125,0,0,10.41,90,78.94,Kou et al,2008,Hong Kong
1687,R20F25-IV,375,160,814,208,685,125,0,0,10.41,90,78.27,Kou et al,2008,Hong Kong
1688,R50F25-IV,375,160,536,520,685,125,0,0,10.41,90,77.02,Kou et al,2008,Hong Kong
1689,R100F25-IV,375,160,0,1040,685,125,0,0,10.41,90,79.42,Kou et al,2008,Hong Kong
